OTM70_ZoneID,Population_Scn1
1244.0,1642.58
1245.0,2773.7200000000003
1246.0,10543.77
1247.0,13375.08
1248.0,10431.52
1249.0,7834.54
1250.0,10115.7
1252.0,2043.8
1253.0,5430.27
1254.0,5092.64
1255.0,13441.61
1256.0,10433.55
1257.0,21647.57
1258.0,10041.17
1259.0,1011.95
1260.0,9100.77
1261.0,12533.9
1262.0,968.26
1263.0,2576.08
1264.0,2515.51
1265.0,18768.56
1267.0,17013.82
1268.0,7918.950000000001
1270.0,11875.5
1271.0,265.17
1272.0,5865.2
1273.0,1676.37
1274.0,8715.4
1275.0,10720.5
1277.0,15537.06
1278.0,4293.15
1279.0,5392.509999999999
1280.0,893.78
1281.0,5059.83
1282.0,573.01
1283.0,2739.98
1284.0,3485.8
1285.0,1604.84
1286.0,11992.64
1287.0,14.91
1288.0,1930.56
1289.0,446.89
1290.0,4415.33
1291.0,15137.8
1292.0,254.23
1293.0,3530.46
1294.0,3054.77
1295.0,4367.69
1296.0,4727.18
1297.0,249.27
1298.0,14079.18
1299.0,2692.29
1300.0,1716.07
1301.0,914.64
1302.0,5352.82
1303.0,3011.08
1304.0,8610.15
1305.0,2754.82
1306.0,2648.58
1307.0,1070.56
1308.0,14464.48
1309.0,586.92
1310.0,2346.69
1311.0,7638.92
1312.0,1002.02
1313.0,4187.93
1314.0,1784.59
1315.0,8373.84
1316.0,2675.41
1317.0,1957.39
1318.0,241.32
1319.0,1850.14
1320.0,10703.63
1322.0,1352.32
1323.0,599.36
1324.0,2194.63
1326.0,453.78
1327.0,1224.82
1328.0,649.55
1329.0,776.05
1330.0,867.4100000000001
1331.0,1400.5
1332.0,1106.35
1333.0,1158.56
1334.0,134.53
1340.0,1260.96
1342.0,341.34000000000003
1343.0,46.190000000000005
1347.0,3485.7
1348.0,717.8199999999999
1349.0,899.53
1350.0,58.23
1351.0,1276.02
1352.0,2099.25
1353.0,71.28
1355.0,164.65
1357.0,1047.12
1358.0,228.9
1359.0,103.41
1360.0,1519.98
1361.0,375.48
1362.0,1686.63
1363.0,481.89
1364.0,665.6099999999999
1365.0,467.84
1366.0,543.14
1367.0,1074.23
1369.0,504.99
1370.0,1571.18
1371.0,141.56
1372.0,1113.38
1374.0,759.99
1375.0,526.07
1376.0,213.84
1377.0,1093.3
1379.0,1508.93
1380.0,345.36
1384.0,374.47
1385.0,276.08
1388.0,811.1800000000001
1389.0,1136.47
1390.0,829.26
1392.0,521.05
1393.0,657.59
1394.0,1438.65
1395.0,1115.38
1396.0,190.75
1398.0,890.5
1399.0,98.39
1400.0,183.72
1405.0,15.06
1406.0,975.53
1407.0,541.4
1409.0,690.79
1410.0,274.71
1412.0,542.41
1413.0,518.34
1414.0,1806.68
1415.0,725.8800000000001
1416.0,122.32
1418.0,143.37
1419.0,246.64
1420.0,363.94
1421.0,220.57
1422.0,323.84000000000003
1423.0,150.39
1424.0,749.94
1425.0,1773.6
1426.0,392.02
1427.0,130.34
1429.0,278.72
1430.0,864.24
1431.0,401.04
1438.0,0.0
1439.0,712.85
1440.0,714.85
1441.0,1293.36
1442.0,1923.99
1443.0,491.28
1444.0,362.94
1445.0,684.77
1446.0,1354.51
1448.0,330.86
1449.0,734.8899999999999
1450.0,455.18
1451.0,213.56
1452.0,451.17
1453.0,471.22
1454.0,0.0
1456.0,650.69
1458.0,555.4399999999999
1460.0,43.11
1461.0,211.55
1462.0,3489.04
1463.0,45.12
1466.0,201.52
1468.0,598.56
1469.0,31.08
1470.0,400.04
1471.0,153.4
1472.0,1227.18
1473.0,447.16
1474.0,757.97
1475.0,1755.55
1477.0,1032.68
1480.0,0.0
1481.0,609.5799999999999
1482.0,379.99
1483.0,201.52
1486.0,262.99
1488.0,338.42
1489.0,231.24
1490.0,163.75
1491.0,574.63
1492.0,317.59000000000003
1493.0,54.59
1494.0,156.81
1495.0,26.79
1496.0,251.09
1497.0,209.41
1498.0,217.35
1499.0,963.67
1500.0,381.1
1502.0,443.62
1503.0,624.25
1504.0,464.47
1505.0,456.52
1506.0,845.57
1507.0,402.94
1508.0,263.99
1509.0,214.37
1510.0,328.5
1513.0,337.43
1514.0,693.72
1515.0,555.77
1516.0,186.58
1517.0,323.54
1518.0,388.05
1519.0,953.74
1521.0,21.83
1522.0,434.69
1524.0,172.68
1526.0,41.68
1527.0,1633.57
1528.0,141.92000000000002
1531.0,277.28
1532.0,1956.81
1533.0,191.44
1534.0,158.87
1535.0,272.35
1536.0,138.15
1537.0,4227.44
1538.0,318.74
1539.0,290.12
1540.0,803.25
1541.0,110.52
1542.0,127.29
1543.0,129.27
1544.0,359.2
1546.0,1038.11
1548.0,2019.0
1549.0,418.4
1550.0,921.66
1552.0,58.22
1553.0,523.0
1554.0,158.87
1555.0,321.7
1556.0,78.94
1557.0,427.28
1558.0,755.89
1559.0,6617.45
1560.0,441.1
1561.0,1039.09
1562.0,2123.59
1563.0,224.99
1564.0,148.02
1565.0,497.34
1566.0,107.56
1567.0,244.73
1568.0,1244.34
1569.0,444.06
1570.0,401.62
1571.0,315.78
1572.0,244.73
1573.0,368.08
1574.0,492.41
1575.0,106.57
1576.0,603.92
1577.0,533.85
1578.0,629.5699999999999
1579.0,35.52
1580.0,95.72
1581.0,93.75
1582.0,410.51
1583.0,826.93
1584.0,574.3199999999999
1585.0,162.82
1586.0,460.83
1587.0,923.65
1588.0,1162.45
1589.0,420.37
1590.0,326.63
1591.0,482.55
1592.0,981.86
1593.0,376.96
1594.0,1564.06
1595.0,1272.97
1596.0,618.72
1597.0,877.26
1598.0,79.93
1599.0,747.01
1600.0,961.14
1601.0,253.61
1602.0,441.09
1603.0,28.62
1604.0,456.89
1605.0,389.78
1607.0,569.39
1608.0,612.8
1609.0,838.77
1610.0,15.79
1611.0,162.82
1612.0,383.86
1613.0,535.8299999999999
1614.0,354.26
1615.0,263.47
1616.0,218.08
1617.0,342.42
1619.0,587.14
1620.0,182.56
1622.0,307.89
1623.0,287.16
1624.0,577.28
1625.0,1521.64
1626.0,154.93
1627.0,395.7
1629.0,881.21
1630.0,1060.81
1631.0,308.86
1632.0,389.79
1633.0,730.23
1634.0,559.51
1635.0,470.7000000000001
1636.0,480.57
1637.0,1217.7
1638.0,669.05
1639.0,458.86
1640.0,320.7
1642.0,722.34
1643.0,175.64999999999998
1645.0,1040.08
1647.0,589.12
1648.0,298.01
1649.0,169.73
1650.0,912.79
1651.0,529.92
1653.0,417.41
1656.0,294.06
1657.0,327.62
1658.0,336.5
1659.0,534.8399999999999
1660.0,147.03
1661.0,777.6
1662.0,646.3499999999999
1663.0,244.73
1664.0,1153.56
1665.0,645.37
1667.0,251.63
1668.0,200.32
1670.0,778.5799999999999
1672.0,448.0
1674.0,121.37
1675.0,166.77
1676.0,235.84
1677.0,743.05
1678.0,722.34
1679.0,331.56
1680.0,331.56
1681.0,233.87
1682.0,883.1800000000001
1683.0,753.91
1685.0,118.42
1687.0,681.88
1688.0,396.69
1689.0,682.86
1690.0,1319.35
1693.0,41.45
1694.0,117.44
1695.0,576.29
1696.0,374.0
1698.0,315.77
1699.0,125.32
1700.0,101.64
1701.0,220.06
1702.0,185.52
1703.0,416.43
1704.0,179.6
1705.0,343.41
1706.0,218.08
1708.0,211.17
1710.0,188.48
1711.0,326.63
1712.0,691.75
1713.0,307.88
1714.0,562.78
1715.0,1420.74
1716.0,355.44000000000005
1717.0,805.87
1718.0,1149.05
1719.0,626.1
1720.0,988.7
1721.0,709.85
1722.0,893.71
1723.0,1288.98
1724.0,1255.28
1725.0,830.38
1726.0,2897.65
1727.0,511.71
1728.0,561.76
1729.0,335.01
1730.0,646.53
1731.0,340.12
1733.0,2349.17
1734.0,424.89
1735.0,493.33
1736.0,2419.64
1737.0,1144.97
1738.0,573.0
1739.0,193.04
1740.0,1051.0
1741.0,231.85
1742.0,785.44
1744.0,6.12
1746.0,511.71
1747.0,1347.21
1748.0,1439.13
1749.0,1411.5500000000002
1750.0,1177.66
1752.0,108.27
1753.0,1111.26
1755.0,236.96
1758.0,151.16
1759.0,310.5
1760.0,796.6700000000001
1761.0,86.82
1762.0,12.26
1764.0,179.76
1765.0,178.74
1766.0,231.85
1767.0,420.8
1768.0,300.29
1770.0,147.07999999999998
1771.0,430.0
1772.0,215.51
1773.0,556.6600000000001
1774.0,73.54
1776.0,626.0999999999999
1778.0,582.19
1779.0,162.4
1780.0,332.97
1781.0,222.66000000000005
1783.0,529.0699999999999
1785.0,118.48
1786.0,140.95
1787.0,281.91
1789.0,502.52
1790.0,361.57
1791.0,103.16
1792.0,83.75
1795.0,108.27
1796.0,385.06000000000006
1797.0,211.43
